App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Installs_num,Price_num,Size_MB,Primary_Genre
Girls Online Talk - Free Text and Video Chat,DATING,4.7,791,3.7M,"10,000+",Free,0,Mature 17+,Dating,2018-05-15,8.2,4.0.3 and up,10000.0,0.0,3.7,Dating
Online Girls Chat,DATING,4.8,5323,3.5M,"50,000+",Free,0,Mature 17+,Dating,2018-04-21,8.2,4.0.3 and up,50000.0,0.0,3.5,Dating
LIVE VIDEO TALK,DATING,4.7,478,4.5M,"10,000+",Free,0,Mature 17+,Dating,2018-06-28,8.2,4.0.3 and up,10000.0,0.0,4.5,Dating
SkyLove – Dating and chat,DATING,3.5,69,36M,"5,000+",Free,0,Mature 17+,Dating,2018-08-04,1.0.82,4.4 and up,5000.0,0.0,36.0,Dating
Free Live Talk-Video Call,DATING,4.7,158,4.5M,"10,000+",Free,0,Mature 17+,Dating,2018-07-05,8.2,4.0.3 and up,10000.0,0.0,4.5,Dating
FindLoving,DATING,3.8,24,19M,"1,000+",Free,0,Mature 17+,Dating,2018-08-02,1.0.5,4.0 and up,1000.0,0.0,19.0,Dating
Sugar Daddies Dating App,DATING,2.9,53,14M,"10,000+",Free,0,Mature 17+,Dating,2018-07-10,4.1,4.1 and up,10000.0,0.0,14.0,Dating
"Chat Mexico: meet people, flirt and friendship",DATING,,8,9.3M,"5,000+",Free,0,Mature 17+,Dating,2018-07-02,3.7,4.0.3 and up,5000.0,0.0,9.3,Dating
Duolingo: Learn Languages Free,EDUCATION,4.7,6289924,Varies with device,"100,000,000+",Free,0,Everyone,Education;Education,2018-08-01,Varies with device,Varies with device,100000000.0,0.0,,Education
TED,EDUCATION,4.6,181893,18M,"10,000,000+",Free,0,Everyone 10+,Education,2018-07-27,3.2.5,4.1 and up,10000000.0,0.0,18.0,Education
English Communication - Learn English for Chinese (Learn English for Chinese),EDUCATION,4.7,2544,18M,"100,000+",Free,0,Everyone,Education,2017-12-29,3.1,4.0 and up,100000.0,0.0,18.0,Education
Khan Academy,EDUCATION,4.6,85375,21M,"5,000,000+",Free,0,Everyone,Education,2018-07-27,5.0.0,4.1 and up,5000000.0,0.0,21.0,Education
Learn English with Wlingua,EDUCATION,4.7,314299,3.3M,"10,000,000+",Free,0,Everyone,Education,2018-05-02,1.94.9,4.0 and up,10000000.0,0.0,3.3,Education
Ai La Trieu Phu - ALTP Free,EDUCATION,,776,24M,"100,000+",Free,0,Everyone,Education,2018-07-23,1.5,4.0 and up,100000.0,0.0,24.0,Education
Princess Coloring Book,EDUCATION,4.5,9770,39M,"5,000,000+",Free,0,Everyone,Education;Creativity,2018-02-25,1.2.8,4.0 and up,5000000.0,0.0,39.0,Education
Learn Spanish - Español,EDUCATION,4.7,32346,3.2M,"1,000,000+",Free,0,Everyone,Education,2017-12-18,1.3.8,4.0 and up,1000000.0,0.0,3.2,Education
English Grammar Test,EDUCATION,4.8,4075,5.1M,"500,000+",Free,0,Everyone,Education,2018-06-22,2.1.8,4.0.3 and up,500000.0,0.0,5.1,Education
Speed Reading,EDUCATION,4.6,10611,11M,"500,000+",Free,0,Everyone,Education,2018-05-27,2.3.7,4.0 and up,500000.0,0.0,11.0,Education
English for beginners,EDUCATION,4.6,9321,27M,"1,000,000+",Free,0,Everyone,Education,2018-07-18,2.9.0,4.0 and up,1000000.0,0.0,27.0,Education
Flame - درب عقلك يوميا,EDUCATION,4.6,56065,37M,"1,000,000+",Free,0,Everyone,Education,2018-07-26,3.3,4.1 and up,1000000.0,0.0,37.0,Education
Mermaids,EDUCATION,4.2,14286,Varies with device,"5,000,000+",Free,0,Everyone,Education;Creativity,2018-04-26,Varies with device,4.1 and up,5000000.0,0.0,,Education
"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,4.9,133136,26M,"1,000,000+",Free,0,Everyone,Education;Education,2018-07-20,2.16.11.10,4.2 and up,1000000.0,0.0,26.0,Education
Kids Mode,EDUCATION,3.8,2469,11M,"500,000+",Free,0,Everyone,Education,2018-03-23,Varies with device,Varies with device,500000.0,0.0,11.0,Education
PBS KIDS Video,EDUCATION,4.2,36212,Varies with device,"5,000,000+",Free,0,Everyone,Education;Music & Video,2018-07-12,Varies with device,Varies with device,5000000.0,0.0,,Education
Dinosaurs Coloring Pages,EDUCATION,4.4,390,41M,"500,000+",Free,0,Everyone,Education;Education,2018-02-03,1.1.6,4.0 and up,500000.0,0.0,41.0,Education
Cars Coloring Pages,EDUCATION,4.4,1090,49M,"1,000,000+",Free,0,Everyone,Education;Creativity,2018-02-03,1.2.0,4.0 and up,1000000.0,0.0,49.0,Education
Babbel – Learn Languages,EDUCATION,4.3,266948,21M,"10,000,000+",Free,0,Everyone,Education,2018-07-30,20.7.2,4.4 and up,10000000.0,0.0,21.0,Education
Math Tricks,EDUCATION,4.5,342918,8.1M,"10,000,000+",Free,0,Everyone,Education,2018-07-29,2.24,4.0 and up,10000000.0,0.0,8.1,Education
Monster Truck Driver & Racing,EDUCATION,4.4,748,51M,"1,000,000+",Free,0,Everyone,Education;Action & Adventure,2017-01-19,1.0.9,2.3 and up,1000000.0,0.0,51.0,Education
Learn English Words Free,EDUCATION,4.6,172640,14M,"5,000,000+",Free,0,Everyone,Education,2018-05-02,2.6.2,4.1 and up,5000000.0,0.0,14.0,Education
Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,3.9,61,18M,"50,000+",Free,0,Mature 17+,Education,2018-05-28,1.4.2,5.0 and up,50000.0,0.0,18.0,Education
English speaking texts,EDUCATION,4.4,1619,3.0M,"1,000,000+",Free,0,Everyone,Education,2018-07-20,1.2,1.6 and up,1000000.0,0.0,3.0,Education
Thai Handwriting,EDUCATION,4.3,3168,19M,"1,000,000+",Free,0,Everyone,Education,2017-10-26,3.1,4.4 and up,1000000.0,0.0,19.0,Education
THAI DICT 2018,EDUCATION,4.4,29855,Varies with device,"1,000,000+",Free,0,Mature 17+,Education,2018-07-29,Varies with device,Varies with device,1000000.0,0.0,,Education
Kanji test · Han search Kanji training (free version),EDUCATION,4.2,6736,22M,"1,000,000+",Free,0,Mature 17+,Education,2017-10-17,2.51.0,4.0.3 and up,1000000.0,0.0,22.0,Education
Game for KIDS: KIDS match'em,EDUCATION,4.4,7005,6.9M,"1,000,000+",Free,0,Everyone,Education,2016-10-23,1.17,2.3 and up,1000000.0,0.0,6.9,Education
Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4.0,889,7.4M,"500,000+",Free,0,Everyone,Education,2018-03-09,2.2.4,4.2 and up,500000.0,0.0,7.4,Education
Free intellectual training game application |,EDUCATION,4.2,5741,84M,"1,000,000+",Free,0,Everyone,Education;Pretend Play,2018-07-25,3.7.0,4.4 and up,1000000.0,0.0,84.0,Education
ABC Preschool Free,EDUCATION,3.8,27572,25M,"5,000,000+",Free,0,Everyone,Education;Education,2017-10-25,3.0,2.3 and up,5000000.0,0.0,25.0,Education
PINKFONG Baby Shark,EDUCATION,4.5,10852,18M,"1,000,000+",Free,0,Everyone,Education,2017-11-28,10,4.1 and up,1000000.0,0.0,18.0,Education
English words application mikan,EDUCATION,4.7,9888,Varies with device,"500,000+",Free,0,Everyone,Education,2018-07-30,Varies with device,4.1 and up,500000.0,0.0,,Education
Learn English for beginners,EDUCATION,4.5,1929,2.5M,"500,000+",Free,0,Everyone,Education,2017-09-28,1.1,2.3 and up,500000.0,0.0,2.5,Education
Listen and learn English in seven days,EDUCATION,4.3,1516,3.9M,"100,000+",Free,0,Everyone,Education,2018-07-28,3.1,4.1 and up,100000.0,0.0,3.9,Education
Lumosity: #1 Brain Games & Cognitive Training App,EDUCATION,4.2,215301,Varies with device,"10,000,000+",Free,0,Everyone,Education,2018-08-01,Varies with device,Varies with device,10000000.0,0.0,,Education
Learn English from Persian: Persian to English,EDUCATION,4.3,423,21M,"100,000+",Free,0,Everyone,Education,2018-04-03,6.0,4.0.3 and up,100000.0,0.0,21.0,Education
English with Lingualeo,EDUCATION,4.7,254519,27M,"5,000,000+",Free,0,Everyone,Education,2018-07-20,2.8.1,4.1 and up,5000000.0,0.0,27.0,Education
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107903,Varies with device,"10,000,000+",Free,0,Everyone,Education,2018-08-02,Varies with device,Varies with device,10000000.0,0.0,,Education
Quizlet: Learn Languages & Vocab with Flashcards,EDUCATION,4.6,211856,Varies with device,"10,000,000+",Free,0,Everyone,Education,2018-08-01,Varies with device,Varies with device,10000000.0,0.0,,Education
Udemy - Online Courses,EDUCATION,4.5,99020,18M,"1,000,000+",Free,0,Everyone,Education,2018-08-02,5.0.4,5.0 and up,1000000.0,0.0,18.0,Education
Coursera: Online courses,EDUCATION,4.4,90481,Varies with device,"5,000,000+",Free,0,Everyone,Education,2018-07-27,Varies with device,Varies with device,5000000.0,0.0,,Education
"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32381,10M,"1,000,000+",Free,0,Everyone 10+,Education,2018-07-15,2.15.1,4.1 and up,1000000.0,0.0,10.0,Education
Elevate - Brain Training Games,EDUCATION,4.5,248912,Varies with device,"5,000,000+",Free,0,Everyone,Education,2018-07-30,Varies with device,Varies with device,5000000.0,0.0,,Education
NeuroNation - Focus and Brain Training,EDUCATION,4.5,248555,Varies with device,"5,000,000+",Free,0,Everyone,Education;Brain Games,2018-05-23,Varies with device,4.0.3 and up,5000000.0,0.0,,Education
Peak – Brain Games & Training,EDUCATION,4.4,272145,Varies with device,"10,000,000+",Free,0,Everyone,Education;Brain Games,2018-08-03,3.14.15,5.0 and up,10000000.0,0.0,,Education
Memorado - Brain Games,EDUCATION,4.4,56897,97M,"1,000,000+",Free,0,Everyone,Education;Brain Games,2017-01-16,1.10.0,4.1 and up,1000000.0,0.0,97.0,Education
Lynda - Online Training Videos,EDUCATION,4.2,8599,17M,"1,000,000+",Free,0,Everyone,Education,2018-07-11,4.9.10,4.1 and up,1000000.0,0.0,17.0,Education
Brilliant,EDUCATION,4.5,41185,Varies with device,"1,000,000+",Free,0,Everyone,Education,2018-08-03,Varies with device,Varies with device,1000000.0,0.0,,Education
CppDroid - C/C++ IDE,EDUCATION,4.1,29980,Varies with device,"1,000,000+",Free,0,Everyone,Education,2017-08-17,Varies with device,Varies with device,1000000.0,0.0,,Education
Quiz&Learn Python,EDUCATION,4.0,304,2.0M,"10,000+",Free,0,Everyone,Education,2016-07-04,1.3.0,4.0 and up,10000.0,0.0,2.0,Education
C++ Tutorials,EDUCATION,4.1,358,1.9M,"50,000+",Free,0,Everyone,Education,2014-08-21,1.1,2.3 and up,50000.0,0.0,1.9,Education
C++ Programming,EDUCATION,4.3,11904,1.8M,"1,000,000+",Free,0,Everyone,Education,2015-08-22,2.0,2.3 and up,1000000.0,0.0,1.8,Education
C Programming,EDUCATION,4.3,22251,1.8M,"1,000,000+",Free,0,Everyone,Education,2015-06-28,3.0,2.3 and up,1000000.0,0.0,1.8,Education
Udacity - Lifelong Learning,EDUCATION,4.3,22384,17M,"1,000,000+",Free,0,Everyone,Education,2018-07-31,4.7.0,5.0 and up,1000000.0,0.0,17.0,Education
Learn C++,EDUCATION,4.6,73404,5.3M,"1,000,000+",Free,0,Everyone,Education,2017-12-25,4.5.2,4.0 and up,1000000.0,0.0,5.3,Education
Learn programming,EDUCATION,4.1,12733,Varies with device,"1,000,000+",Free,0,Everyone,Education,2018-05-20,Varies with device,Varies with device,1000000.0,0.0,,Education
Learn JavaScript,EDUCATION,4.6,25183,5.4M,"1,000,000+",Free,0,Everyone,Education,2017-12-25,5.7.2,4.0 and up,1000000.0,0.0,5.4,Education
Learn Java,EDUCATION,4.7,52743,5.4M,"1,000,000+",Free,0,Everyone,Education,2017-12-25,3.5.2,4.0 and up,1000000.0,0.0,5.4,Education
Learn HTML,EDUCATION,4.7,61749,5.4M,"1,000,000+",Free,0,Everyone,Education,2017-12-25,5.5.2,4.0 and up,1000000.0,0.0,5.4,Education
"Programming Hub, Learn to code",EDUCATION,4.3,55704,15M,"1,000,000+",Free,0,Everyone,Education,2018-08-04,4.2.8,4.1 and up,1000000.0,0.0,15.0,Education
Learn SQL,EDUCATION,4.7,19277,5.3M,"1,000,000+",Free,0,Everyone,Education,2017-12-25,3.4.2,4.0 and up,1000000.0,0.0,5.3,Education
Ready4 SAT (Prep4 SAT),EDUCATION,4.6,13612,48M,"100,000+",Free,0,Everyone,Education,2018-05-10,7.2.3633,4.4 and up,100000.0,0.0,48.0,Education
Socratic - Math Answers & Homework Help,EDUCATION,4.6,37862,5.4M,"1,000,000+",Free,0,Everyone,Education,2018-06-07,1.8.1,4.1 and up,1000000.0,0.0,5.4,Education
Ready4 GMAT (Prep4 GMAT),EDUCATION,4.6,18372,47M,"100,000+",Free,0,Everyone,Education,2018-05-21,7.2.3634,4.4 and up,100000.0,0.0,47.0,Education
Pocket GMAT Math,EDUCATION,4.3,656,556k,"10,000+",Free,0,Everyone,Education,2014-07-11,1.1,2.2 and up,10000.0,0.0,0.54296875,Education
GMAT Question Bank,EDUCATION,4.2,240,29M,"10,000+",Free,0,Everyone,Education,2015-04-29,1.2.0,2.3.3 and up,10000.0,0.0,29.0,Education
GRE Tutor,EDUCATION,4.0,275,2.3M,"50,000+",Free,0,Everyone,Education,2013-12-02,2.9,2.1 and up,50000.0,0.0,2.3,Education
GRE Flashcards,EDUCATION,4.5,13791,Varies with device,"500,000+",Free,0,Everyone,Education,2018-06-06,Varies with device,Varies with device,500000.0,0.0,,Education
"play2prep: ACT, SAT prep",EDUCATION,4.2,3692,4.4M,"100,000+",Free,0,Everyone,Education,2015-07-23,4.1.3,2.3.3 and up,100000.0,0.0,4.4,Education
SAT Test,EDUCATION,4.1,2363,6.6M,"100,000+",Free,0,Everyone,Education,2016-11-17,2.48,4.0 and up,100000.0,0.0,6.6,Education
GMAT Math Flashcards,EDUCATION,4.4,1769,Varies with device,"100,000+",Free,0,Everyone,Education,2018-07-11,Varies with device,Varies with device,100000.0,0.0,,Education
Pocket SAT Math,EDUCATION,4.0,430,526k,"10,000+",Free,0,Everyone,Education,2014-07-11,1.2,2.1 and up,10000.0,0.0,0.513671875,Education
TOEFL Prep & Practice from Magoosh,EDUCATION,4.5,756,12M,"100,000+",Free,0,Everyone,Education,2018-06-18,3.2.0,4.1 and up,100000.0,0.0,12.0,Education
GRE Prep & Practice by Magoosh,EDUCATION,4.4,3963,Varies with device,"100,000+",Free,0,Everyone,Education,2018-06-06,Varies with device,Varies with device,100000.0,0.0,,Education
GRE® Flashcards by Kaplan,EDUCATION,4.0,316,29M,"50,000+",Free,0,Everyone,Education,2017-02-15,1.4,4.0 and up,50000.0,0.0,29.0,Education
SAT Vocabulary,EDUCATION,4.2,642,Varies with device,"50,000+",Free,0,Everyone,Education,2018-06-05,Varies with device,Varies with device,50000.0,0.0,,Education
Magoosh GMAT Prep & Practice,EDUCATION,4.3,1058,Varies with device,"100,000+",Free,0,Everyone,Education,2018-06-18,Varies with device,Varies with device,100000.0,0.0,,Education
SAT Flashcards: Prep & Vocabulary,EDUCATION,4.2,2277,Varies with device,"100,000+",Free,0,Everyone,Education,2017-11-07,Varies with device,Varies with device,100000.0,0.0,,Education
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172505,76M,"5,000,000+",Free,0,Everyone,Education;Education,2018-06-27,5.2.1,5.0 and up,5000000.0,0.0,76.0,Education
Google Classroom,EDUCATION,4.2,69493,Varies with device,"10,000,000+",Free,0,Everyone,Education,2018-07-19,Varies with device,Varies with device,10000000.0,0.0,,Education
LinkedIn Learning: Online Courses to Learn Skills,EDUCATION,4.6,7973,18M,"1,000,000+",Free,0,Everyone,Education,2018-07-27,0.29.74,4.4 and up,1000000.0,0.0,18.0,Education
Learn English with Phrases,EDUCATION,4.2,5695,Varies with device,"1,000,000+",Free,0,Everyone,Education,2017-09-28,Varies with device,Varies with device,1000000.0,0.0,,Education
Free english course,EDUCATION,4.7,142632,6.9M,"5,000,000+",Free,0,Everyone,Education,2018-07-12,2.8,4.1 and up,5000000.0,0.0,6.9,Education
Learn 50 languages,EDUCATION,4.4,55256,14M,"5,000,000+",Free,0,Everyone,Education,2018-06-19,10.9.1,4.0 and up,5000000.0,0.0,14.0,Education
Babbel – Learn Spanish,EDUCATION,4.4,54798,11M,"1,000,000+",Free,0,Everyone,Education,2018-07-30,20.7.2,4.4 and up,1000000.0,0.0,11.0,Education
Mango Languages: Lovable Language Courses,EDUCATION,4.0,4815,19M,"500,000+",Free,0,Everyone,Education,2018-07-17,4.2.3,4.2 and up,500000.0,0.0,19.0,Education
Learn English with Aco,EDUCATION,4.6,75112,6.5M,"1,000,000+",Free,0,Everyone,Education,2017-11-11,2.09,4.1 and up,1000000.0,0.0,6.5,Education
Learn to Speak English,EDUCATION,4.4,33646,7.0M,"1,000,000+",Free,0,Everyone,Education,2018-07-15,2.3.9,4.0 and up,1000000.0,0.0,7.0,Education
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206527,21M,"10,000,000+",Free,0,Everyone 10+,Education,2018-08-01,13.9.0.161,5.0 and up,10000000.0,0.0,21.0,Education
My Class Schedule: Timetable,EDUCATION,4.1,9348,Varies with device,"1,000,000+",Free,0,Everyone,Education,2016-06-01,Varies with device,Varies with device,1000000.0,0.0,,Education
Study Checker,EDUCATION,4.2,3816,2.6M,"500,000+",Free,0,Everyone,Education,2016-05-04,3.6.0.115_FN,2.3 and up,500000.0,0.0,2.6,Education
My Study Life - School Planner,EDUCATION,4.3,47847,21M,"1,000,000+",Free,0,Everyone,Education,2017-06-13,6.1.3,4.0.3 and up,1000000.0,0.0,21.0,Education
HomeWork,EDUCATION,4.3,16195,5.2M,"1,000,000+",Free,0,Everyone,Education,2016-09-20,8.5.2,4.0 and up,1000000.0,0.0,5.2,Education
Next Gen Science Standards,EDUCATION,4.3,206,18M,"50,000+",Free,0,Everyone,Education,2016-12-20,1.12.1,2.3 and up,50000.0,0.0,18.0,Education
myHomework Student Planner,EDUCATION,4.0,28392,Varies with device,"1,000,000+",Free,0,Everyone,Education,2018-03-07,Varies with device,Varies with device,1000000.0,0.0,,Education
Teacher's Gradebook - Additio,EDUCATION,4.2,3241,16M,"100,000+",Free,0,Everyone,Education,2018-08-01,4.8.2,4.0.3 and up,100000.0,0.0,16.0,Education
Common Core,EDUCATION,4.0,835,15M,"100,000+",Free,0,Everyone,Education,2016-12-20,2.3.1,2.3 and up,100000.0,0.0,15.0,Education
Homework Planner,EDUCATION,4.0,2525,1.2M,"100,000+",Free,0,Everyone,Education,2015-01-11,15.9.4,4.0 and up,100000.0,0.0,1.2,Education
TeachersPayTeachers,EDUCATION,3.8,828,Varies with device,"100,000+",Free,0,Everyone,Education,2017-10-01,Varies with device,Varies with device,100000.0,0.0,,Education
Edmodo,EDUCATION,4.1,200058,18M,"10,000,000+",Free,0,Everyone,Education,2018-07-20,9.12.5,4.0.3 and up,10000000.0,0.0,18.0,Education
Socrative Teacher,EDUCATION,3.9,1239,1.8M,"100,000+",Free,0,Everyone,Education,2016-07-29,4.4.1,3.2 and up,100000.0,0.0,1.8,Education
Training schedule - AllUniver,EDUCATION,4.1,702,7.6M,"10,000+",Free,0,Everyone,Education,2017-10-16,5.0,4.4 and up,10000.0,0.0,7.6,Education
Remind: School Communication,EDUCATION,4.5,108613,Varies with device,"10,000,000+",Free,0,Everyone,Education,2018-08-03,Varies with device,Varies with device,10000000.0,0.0,,Education
ClassDojo,EDUCATION,4.4,148550,59M,"10,000,000+",Free,0,Everyone,Education;Education,2018-08-03,4.21.1,4.1 and up,10000000.0,0.0,59.0,Education
Lerni. Learn languages.,EDUCATION,4.0,3847,6.9M,"500,000+",Free,0,Everyone,Education,2017-10-25,3.1.3,3.0 and up,500000.0,0.0,6.9,Education
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84309,41M,"5,000,000+",Free,0,Everyone,Education,2018-07-25,2.6.6,4.1 and up,5000000.0,0.0,41.0,Education
Innovative: Learn 34 Languages,EDUCATION,4.5,14206,21M,"500,000+",Free,0,Everyone,Education,2018-07-26,1.16,3.0 and up,500000.0,0.0,21.0,Education
Chegg Study - Homework Help,EDUCATION,4.3,14700,21M,"1,000,000+",Free,0,Everyone,Education,2018-07-30,5.7.0,4.4 and up,1000000.0,0.0,21.0,Education
Canvas Student,EDUCATION,4.5,42828,Varies with device,"1,000,000+",Free,0,Everyone,Education,2018-07-20,Varies with device,Varies with device,1000000.0,0.0,,Education
Timetable,EDUCATION,4.2,40209,Varies with device,"1,000,000+",Free,0,Everyone,Education,2018-05-24,Varies with device,Varies with device,1000000.0,0.0,,Education
EasyBib: Citation Generator,EDUCATION,3.5,1405,7.3M,"100,000+",Free,0,Everyone,Education,2018-03-29,2.4.4,4.0 and up,100000.0,0.0,7.3,Education
SoloLearn: Learn to Code for Free,EDUCATION,4.8,256079,7.6M,"1,000,000+",Free,0,Teen,Education,2018-07-12,2.2.4,4.0.3 and up,1000000.0,0.0,7.6,Education
Kids Learn Languages by Mondly,EDUCATION,4.4,2078,Varies with device,"100,000+",Free,0,Everyone,Education;Education,2017-12-24,1.0.2,4.1 and up,100000.0,0.0,,Education
Blinkist - Nonfiction Books,EDUCATION,4.1,16103,13M,"1,000,000+",Free,0,Everyone,Education,2018-07-31,5.7.1,4.1 and up,1000000.0,0.0,13.0,Education
Sago Mini Hat Maker,EDUCATION,4.9,11,63M,"1,000+",Paid,$3.99,Everyone,Education;Pretend Play,2017-07-24,1.0,4.0.3 and up,1000.0,3.99,63.0,Education
Fuzzy Numbers: Pre-K Number Foundation,EDUCATION,4.7,21,44M,"1,000+",Paid,$5.99,Everyone,Education;Education,2017-07-21,1.3,4.1 and up,1000.0,5.99,44.0,Education
Toca Life: City,EDUCATION,4.7,31085,24M,"500,000+",Paid,$3.99,Everyone,Education;Pretend Play,2018-07-06,1.5-play,4.4 and up,500000.0,3.99,24.0,Education
Toca Life: Hospital,EDUCATION,4.7,3528,24M,"100,000+",Paid,$3.99,Everyone,Education;Pretend Play,2018-06-12,1.1.1-play,4.4 and up,100000.0,3.99,24.0,Education
Netflix,ENTERTAINMENT,4.4,5456208,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,2018-07-31,Varies with device,Varies with device,100000000.0,0.0,,Entertainment
Complete Spanish Movies,ENTERTAINMENT,4.0,11656,4.5M,"1,000,000+",Free,0,Everyone,Entertainment,2018-01-20,1.02,4.0.3 and up,1000000.0,0.0,4.5,Entertainment
Pluto TV - It’s Free TV,ENTERTAINMENT,4.2,28948,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,2018-08-04,Varies with device,Varies with device,1000000.0,0.0,,Entertainment
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,11M,"10,000,000+",Free,0,Teen,Entertainment,2018-07-15,2.13.5,4.1 and up,10000000.0,0.0,11.0,Entertainment
YouTube Kids,ENTERTAINMENT,4.5,470089,Varies with device,"50,000,000+",Free,0,Everyone,Entertainment;Music & Video,2018-08-03,3.43.3,4.1 and up,50000000.0,0.0,,Entertainment
Mobile TV,ENTERTAINMENT,3.5,10939,4.6M,"10,000,000+",Free,0,Everyone,Entertainment,2016-04-28,2.05.0010,5.0 and up,10000000.0,0.0,4.6,Entertainment
TV+,ENTERTAINMENT,4.2,98509,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment,2018-06-28,Varies with device,Varies with device,5000000.0,0.0,,Entertainment
Digital TV,ENTERTAINMENT,3.1,5241,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment,2018-06-06,Varies with device,6.0 and up,5000000.0,0.0,,Entertainment
Motorola Spotlight Player™,ENTERTAINMENT,4.6,22508,3.3M,"10,000,000+",Free,0,Everyone,Entertainment,2015-07-16,v1.8b22p13,4.2 and up,10000000.0,0.0,3.3,Entertainment
Vigo Lite,ENTERTAINMENT,4.2,10291,6.5M,"5,000,000+",Free,0,Teen,Entertainment,2018-08-04,3.7.3,4.0.3 and up,5000000.0,0.0,6.5,Entertainment
Google Play Games,ENTERTAINMENT,4.3,7165362,Varies with device,"1,000,000,000+",Free,0,Teen,Entertainment,2018-07-16,Varies with device,Varies with device,1000000000.0,0.0,,Entertainment
Hotstar,ENTERTAINMENT,4.3,4885646,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,2018-08-03,Varies with device,Varies with device,100000000.0,0.0,,Entertainment
"Peers.TV: broadcast TV channels First, Match TV, TNT ...",ENTERTAINMENT,4.1,141980,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,2018-07-30,Varies with device,Varies with device,5000000.0,0.0,,Entertainment
The green alien dance,ENTERTAINMENT,3.8,6979,12M,"1,000,000+",Free,0,Everyone,Entertainment,2018-07-05,1.03,4.0 and up,1000000.0,0.0,12.0,Entertainment
Spectrum TV,ENTERTAINMENT,3.4,46618,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,2018-07-19,Varies with device,Varies with device,5000000.0,0.0,,Entertainment
H TV,ENTERTAINMENT,4.3,103078,5.6M,"5,000,000+",Free,0,Everyone,Entertainment,2018-07-05,4.6.2,2.3.3 and up,5000000.0,0.0,5.6,Entertainment
StarTimes - Live International Champions Cup,ENTERTAINMENT,4.4,17682,9.7M,"1,000,000+",Free,0,Everyone,Entertainment,2018-08-03,5.2,4.0.3 and up,1000000.0,0.0,9.7,Entertainment
Cinematic Cinematic,ENTERTAINMENT,4.4,37000,15M,"1,000,000+",Free,0,Mature 17+,Entertainment,2018-06-21,4.0.5,4.1 and up,1000000.0,0.0,15.0,Entertainment
MEGOGO - Cinema and TV,ENTERTAINMENT,4.0,175528,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,2018-08-03,Varies with device,Varies with device,10000000.0,0.0,,Entertainment
Talking Angela,ENTERTAINMENT,3.7,1828284,52M,"100,000,000+",Free,0,Everyone,Entertainment,2018-07-12,2.8.2,4.1 and up,100000000.0,0.0,52.0,Entertainment
DStv Now,ENTERTAINMENT,3.9,34923,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,2018-07-27,Varies with device,Varies with device,5000000.0,0.0,,Entertainment
ivi - movies and TV shows in HD,ENTERTAINMENT,4.5,684116,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,2018-07-31,Varies with device,4.2 and up,10000000.0,0.0,,Entertainment
